Map20

2.5,2.5,1,1
9.5,12.5,1,1
4,4,2,2
11,4,2,2
16.5,9,2,2
1.5,16.5,2,2
9,16.5,2,2

0,1.25,18.75,1.25,10
1.25,1.25,18.75,1.25,9
1.25,0.625,18.125,0.625,28
1.875,0.625,18.125,0.625,19
1.25,0.625,17.5,0.625,19
1.875,0.625,17.5,0.625,37
2.5,1.25,18.75,1.25,8
3.75,1.25,18.75,1.25,7
2.5,0.625,18.125,0.625,27
3.125,0.625,18.125,0.625,18
2.5,0.625,17.5,0.625,37
3.125,0.625,17.5,0.625,17
1.25,0.625,16.875,0.625,27
1.875,0.625,16.875,0.625,37
1.25,0.625,16.25,0.625,18
1.875,0.625,16.25,0.625,17
2.5,0.625,16.875,0.625,27
3.125,0.625,16.875,0.625,17
2.5,0.625,16.25,0.625,17
3.125,0.625,16.25,0.625,17
8.75,0.625,18.125,0.625,24
9.375,0.625,18.125,0.625,14
8.75,0.625,17.5,0.625,25
9.375,0.625,17.5,0.625,32
7.5,1.25,16.25,1.25,5
8.75,0.625,16.875,0.625,24
9.375,0.625,16.875,0.625,33
8.75,0.625,16.25,0.625,24
9.375,0.625,16.25,0.625,14
7.5,1.25,12.5,1.25,5
8.75,0.625,13.125,0.625,5
9.375,0.625,13.125,0.625,23
8.75,0.625,12.5,0.625,6
9.375,0.625,12.5,0.625,25
8.75,0.625,11.875,0.625,5
9.375,0.625,11.875,0.625,24
8.75,0.625,11.25,0.625,5
9.375,0.625,11.25,0.625,4
10,0.625,18.125,0.625,23
10.625,0.625,18.125,0.625,13
10,0.625,17.5,0.625,32
10.625,0.625,17.5,0.625,12
10,0.625,16.875,0.625,24
10.625,0.625,16.875,0.625,12
10,0.625,16.25,0.625,22
10.625,0.625,16.25,0.625,13
11.25,1.25,15,1.25,2
10,0.625,13.125,0.625,14
10.625,0.625,13.125,0.625,3
10,0.625,12.5,0.625,13
10.625,0.625,12.5,0.625,3
10,0.625,11.875,0.625,14
10.625,0.625,11.875,0.625,3
10,0.625,11.25,0.625,4
10.625,0.625,11.25,0.625,3
15,1.25,10,1.25,3
16.25,0.625,10.625,0.625,13
16.875,0.625,10.625,0.625,12
16.25,0.625,10,0.625,13
16.875,0.625,10,0.625,23
17.5,0.625,10.625,0.625,12
18.125,0.625,10.625,0.625,13
17.5,0.625,10,0.625,32
18.125,0.625,10,0.625,22
0,2.5,5,2.5,7
2.5,1.25,6.25,1.25,7
3.75,1.25,6.25,1.25,6
2.5,1.25,5,1.25,7
3.75,0.625,5.625,0.625,17
4.375,0.625,5.625,0.625,16
3.75,0.625,5,0.625,26
4.375,0.625,5,0.625,36
5,1.25,6.25,1.25,6
5,0.625,5.625,0.625,16
5.625,0.625,5.625,0.625,16
5,0.625,5,0.625,26
5.625,0.625,5,0.625,15
1.25,0.625,3.125,0.625,9
1.875,0.625,3.125,0.625,28
1.25,0.625,2.5,0.625,10
1.875,0.625,2.5,0.625,29
3.75,0.625,4.375,0.625,27
4.375,0.625,4.375,0.625,36
3.75,0.625,3.75,0.625,27
4.375,0.625,3.75,0.625,17
2.5,0.625,3.125,0.625,18
3.125,0.625,3.125,0.625,18
2.5,0.625,2.5,0.625,30
3.125,0.625,2.5,0.625,17
1.25,0.625,1.875,0.625,10
1.875,0.625,1.875,0.625,29
1.25,0.625,1.25,0.625,10
1.875,0.625,1.25,0.625,9
2.5,0.625,1.875,0.625,28
3.125,0.625,1.875,0.625,19
2.5,0.625,1.25,0.625,9
3.125,0.625,1.25,0.625,8
2.5,1.25,0,1.25,8
5,0.625,4.375,0.625,27
5.625,0.625,4.375,0.625,15
5,0.625,3.75,0.625,26
5.625,0.625,3.75,0.625,16
10,1.25,6.25,1.25,4
10,0.625,5.625,0.625,5
10.625,0.625,5.625,0.625,15
10,0.625,5,0.625,5
10.625,0.625,5,0.625,15
11.25,0.625,5.625,0.625,14
11.875,0.625,5.625,0.625,14
11.25,0.625,5,0.625,34
11.875,0.625,5,0.625,34
12.5,0.625,5.625,0.625,24
13.125,0.625,5.625,0.625,5
12.5,0.625,5,0.625,25
13.125,0.625,5,0.625,6
16.25,0.625,9.375,0.625,13
16.875,0.625,9.375,0.625,32
16.25,0.625,8.75,0.625,14
16.875,0.625,8.75,0.625,24
17.5,0.625,9.375,0.625,33
18.125,0.625,9.375,0.625,14
17.5,0.625,8.75,0.625,23
18.125,0.625,8.75,0.625,24
18.75,1.25,8.75,1.25,4
18.75,1.25,7.5,1.25,5
17.5,2.5,5,2.5,5
10,0.625,4.375,0.625,5
10.625,0.625,4.375,0.625,16
10,0.625,3.75,0.625,6
10.625,0.625,3.75,0.625,25
11.25,0.625,4.375,0.625,35
11.875,0.625,4.375,0.625,34
11.25,0.625,3.75,0.625,25
11.875,0.625,3.75,0.625,17
12.5,0.625,4.375,0.625,16
13.125,0.625,4.375,0.625,6
12.5,0.625,3.75,0.625,17
13.125,0.625,3.75,0.625,6
0,0.625,0.625,0.625,10
0.625,0.625,0.625,0.625,10
0,0.625,0,0.625,10
0.625,0.625,0,0.625,10
1.25,0.625,0.625,0.625,9
1.875,0.625,0.625,0.625,9
1.25,0.625,0,0.625,9
1.875,0.625,0,0.625,9
3.75,0.625,1.875,0.625,7
4.375,0.625,1.875,0.625,7
3.75,0.625,1.25,0.625,7
4.375,0.625,1.25,0.625,7
5,0.625,0.625,0.625,6
5.625,0.625,0.625,0.625,6
5,0.625,0,0.625,6
5.625,0.625,0,0.625,6
6.25,0.625,0.625,0.625,6
6.875,0.625,0.625,0.625,6
6.25,0.625,0,0.625,6
6.875,0.625,0,0.625,6
10,0.625,0.625,0.625,6
10.625,0.625,0.625,0.625,6
10,0.625,0,0.625,6
10.625,0.625,0,0.625,6
8.75,0.625,0.625,0.625,6
9.375,0.625,0.625,0.625,6
8.75,0.625,0,0.625,6
9.375,0.625,0,0.625,6
11.25,0.625,0.625,0.625,6
11.875,0.625,0.625,0.625,6
11.25,0.625,0,0.625,6
11.875,0.625,0,0.625,6
7.5,0.625,0.625,0.625,6
8.125,0.625,0.625,0.625,6
7.5,0.625,0,0.625,6
8.125,0.625,0,0.625,6
5,0.625,1.875,0.625,6
5.625,0.625,1.875,0.625,6
5,0.625,1.25,0.625,6
5.625,0.625,1.25,0.625,6
6.25,0.625,1.875,0.625,6
6.875,0.625,1.875,0.625,6
6.25,0.625,1.25,0.625,6
6.875,0.625,1.25,0.625,6
7.5,0.625,1.875,0.625,6
8.125,0.625,1.875,0.625,6
7.5,0.625,1.25,0.625,6
8.125,0.625,1.25,0.625,6
8.75,0.625,1.875,0.625,6
9.375,0.625,1.875,0.625,6
8.75,0.625,1.25,0.625,6
9.375,0.625,1.25,0.625,6
6.25,0.625,3.125,0.625,6
6.875,0.625,3.125,0.625,6
6.25,0.625,2.5,0.625,6
6.875,0.625,2.5,0.625,6
6.25,0.625,4.375,0.625,5
6.875,0.625,4.375,0.625,5
6.25,0.625,3.75,0.625,5
6.875,0.625,3.75,0.625,5
5,0.625,3.125,0.625,6
5.625,0.625,3.125,0.625,6
5,0.625,2.5,0.625,6
5.625,0.625,2.5,0.625,6
3.75,0.625,3.125,0.625,7
4.375,0.625,3.125,0.625,7
3.75,0.625,2.5,0.625,7
4.375,0.625,2.5,0.625,7
3.75,0.625,0.625,0.625,7
4.375,0.625,0.625,0.625,7
3.75,0.625,0,0.625,7
4.375,0.625,0,0.625,7
2.5,0.625,4.375,0.625,8
3.125,0.625,4.375,0.625,8
2.5,0.625,3.75,0.625,8
3.125,0.625,3.75,0.625,8
1.25,0.625,4.375,0.625,8
1.875,0.625,4.375,0.625,8
1.25,0.625,3.75,0.625,8
1.875,0.625,3.75,0.625,8
0,0.625,4.375,0.625,8
0.625,0.625,4.375,0.625,8
0,0.625,3.75,0.625,8
0.625,0.625,3.75,0.625,8
7.5,0.625,3.125,0.625,5
8.125,0.625,3.125,0.625,5
7.5,0.625,2.5,0.625,5
8.125,0.625,2.5,0.625,5
7.5,0.625,4.375,0.625,5
8.125,0.625,4.375,0.625,5
7.5,0.625,3.75,0.625,5
8.125,0.625,3.75,0.625,5
6.25,0.625,6.875,0.625,5
6.875,0.625,6.875,0.625,5
6.25,0.625,6.25,0.625,5
6.875,0.625,6.25,0.625,5
6.25,0.625,5.625,0.625,5
6.875,0.625,5.625,0.625,5
6.25,0.625,5,0.625,5
6.875,0.625,5,0.625,5
7.5,0.625,5.625,0.625,4
8.125,0.625,5.625,0.625,4
7.5,0.625,5,0.625,4
8.125,0.625,5,0.625,4
8.75,0.625,4.375,0.625,5
9.375,0.625,4.375,0.625,5
8.75,0.625,3.75,0.625,5
9.375,0.625,3.75,0.625,5
7.5,0.625,6.875,0.625,4
8.125,0.625,6.875,0.625,4
7.5,0.625,6.25,0.625,4
8.125,0.625,6.25,0.625,4
5,0.625,8.125,0.625,5
5.625,0.625,8.125,0.625,5
5,0.625,7.5,0.625,5
5.625,0.625,7.5,0.625,5
2.5,1.25,8.75,1.25,6
2.5,1.25,7.5,1.25,6
3.75,1.25,7.5,1.25,6
5,0.625,9.375,0.625,5
5.625,0.625,9.375,0.625,5
5,0.625,8.75,0.625,5
5.625,0.625,8.75,0.625,5
3.75,0.625,9.375,0.625,6
4.375,0.625,9.375,0.625,6
3.75,0.625,8.75,0.625,6
4.375,0.625,8.75,0.625,6
2.5,0.625,10.625,0.625,6
3.125,0.625,10.625,0.625,6
2.5,0.625,10,0.625,6
3.125,0.625,10,0.625,6
3.75,0.625,10.625,0.625,6
4.375,0.625,10.625,0.625,6
3.75,0.625,10,0.625,6
4.375,0.625,10,0.625,6
0,1.25,11.25,1.25,6
0,1.25,10,1.25,6
1.25,0.625,10.625,0.625,6
1.875,0.625,10.625,0.625,6
1.25,0.625,10,0.625,6
1.875,0.625,10,0.625,6
1.25,1.25,8.75,1.25,7
0,1.25,7.5,1.25,7
1.25,1.25,7.5,1.25,7
0,0.625,9.375,0.625,7
0.625,0.625,9.375,0.625,7
0,0.625,8.75,0.625,7
0.625,0.625,8.75,0.625,7
6.25,0.625,8.125,0.625,5
6.875,0.625,8.125,0.625,5
6.25,0.625,7.5,0.625,5
6.875,0.625,7.5,0.625,5
6.25,0.625,9.375,0.625,5
6.875,0.625,9.375,0.625,5
6.25,0.625,8.75,0.625,5
6.875,0.625,8.75,0.625,5
5,1.25,11.25,1.25,5
5,0.625,10.625,0.625,5
5.625,0.625,10.625,0.625,5
5,0.625,10,0.625,5
5.625,0.625,10,0.625,5
6.25,0.625,10.625,0.625,5
6.875,0.625,10.625,0.625,5
6.25,0.625,10,0.625,5
6.875,0.625,10,0.625,5
6.25,0.625,11.875,0.625,5
6.875,0.625,11.875,0.625,5
6.25,0.625,11.25,0.625,5
6.875,0.625,11.25,0.625,5
6.25,0.625,13.125,0.625,6
6.875,0.625,13.125,0.625,6
6.25,0.625,12.5,0.625,6
6.875,0.625,12.5,0.625,6
7.5,0.625,14.375,0.625,5
8.125,0.625,14.375,0.625,5
7.5,0.625,13.75,0.625,5
8.125,0.625,13.75,0.625,5
6.25,0.625,14.375,0.625,6
6.875,0.625,14.375,0.625,6
6.25,0.625,13.75,0.625,6
6.875,0.625,13.75,0.625,6
7.5,0.625,15.625,0.625,5
8.125,0.625,15.625,0.625,5
7.5,0.625,15,0.625,5
8.125,0.625,15,0.625,5
6.25,0.625,16.875,0.625,6
6.875,0.625,16.875,0.625,6
6.25,0.625,16.25,0.625,6
6.875,0.625,16.25,0.625,6
5,0.625,16.875,0.625,6
5.625,0.625,16.875,0.625,6
5,0.625,16.25,0.625,6
5.625,0.625,16.25,0.625,6
3.75,0.625,16.875,0.625,7
4.375,0.625,16.875,0.625,7
3.75,0.625,16.25,0.625,7
4.375,0.625,16.25,0.625,7
3.75,0.625,18.125,0.625,7
4.375,0.625,18.125,0.625,7
3.75,0.625,17.5,0.625,7
4.375,0.625,17.5,0.625,7
5,0.625,15.625,0.625,6
5.625,0.625,15.625,0.625,6
5,0.625,15,0.625,6
5.625,0.625,15,0.625,6
10,0.625,14.375,0.625,3
10.625,0.625,14.375,0.625,3
10,0.625,13.75,0.625,3
10.625,0.625,13.75,0.625,3
8.75,0.625,15.625,0.625,4
9.375,0.625,15.625,0.625,4
8.75,0.625,15,0.625,4
9.375,0.625,15,0.625,4
8.75,0.625,14.375,0.625,4
9.375,0.625,14.375,0.625,4
8.75,0.625,13.75,0.625,4
9.375,0.625,13.75,0.625,4
11.25,0.625,13.125,0.625,2
11.875,0.625,13.125,0.625,2
11.25,0.625,12.5,0.625,2
11.875,0.625,12.5,0.625,2
11.25,0.625,11.875,0.625,2
11.875,0.625,11.875,0.625,2
11.25,0.625,11.25,0.625,2
11.875,0.625,11.25,0.625,2
12.5,0.625,11.875,0.625,2
13.125,0.625,11.875,0.625,2
12.5,0.625,11.25,0.625,2
13.125,0.625,11.25,0.625,2
13.75,0.625,13.125,0.625,1
14.375,0.625,13.125,0.625,1
13.75,0.625,12.5,0.625,1
14.375,0.625,12.5,0.625,1
13.75,0.625,14.375,0.625,1
14.375,0.625,14.375,0.625,1
13.75,0.625,13.75,0.625,1
14.375,0.625,13.75,0.625,1
12.5,0.625,13.125,0.625,1
13.125,0.625,13.125,0.625,1
12.5,0.625,12.5,0.625,1
13.125,0.625,12.5,0.625,1
15,0.625,14.375,0.625,1
15.625,0.625,14.375,0.625,1
15,0.625,13.75,0.625,1
15.625,0.625,13.75,0.625,1
16.25,1.25,16.25,1.25,0
15,0.625,15.625,0.625,0
15.625,0.625,15.625,0.625,0
15,0.625,15,0.625,0
15.625,0.625,15,0.625,0
16.25,0.625,15.625,0.625,0
16.875,0.625,15.625,0.625,0
16.25,0.625,15,0.625,0
16.875,0.625,15,0.625,0
16.25,0.625,14.375,0.625,1
16.875,0.625,14.375,0.625,1
16.25,0.625,13.75,0.625,1
16.875,0.625,13.75,0.625,1
13.75,0.625,10.625,0.625,2
14.375,0.625,10.625,0.625,2
13.75,0.625,10,0.625,2
14.375,0.625,10,0.625,2
15,0.625,9.375,0.625,3
15.625,0.625,9.375,0.625,3
15,0.625,8.75,0.625,3
15.625,0.625,8.75,0.625,3
15,0.625,8.125,0.625,4
15.625,0.625,8.125,0.625,4
15,0.625,7.5,0.625,4
15.625,0.625,7.5,0.625,4
16.25,0.625,8.125,0.625,4
16.875,0.625,8.125,0.625,4
16.25,0.625,7.5,0.625,4
16.875,0.625,7.5,0.625,4
13.75,0.625,9.375,0.625,3
14.375,0.625,9.375,0.625,3
13.75,0.625,8.75,0.625,3
14.375,0.625,8.75,0.625,3
13.75,0.625,11.875,0.625,2
14.375,0.625,11.875,0.625,2
13.75,0.625,11.25,0.625,2
14.375,0.625,11.25,0.625,2
15,0.625,13.125,0.625,1
15.625,0.625,13.125,0.625,1
15,0.625,12.5,0.625,1
15.625,0.625,12.5,0.625,1
16.25,0.625,11.875,0.625,2
16.875,0.625,11.875,0.625,2
16.25,0.625,11.25,0.625,2
16.875,0.625,11.25,0.625,2
15,0.625,11.875,0.625,2
15.625,0.625,11.875,0.625,2
15,0.625,11.25,0.625,2
15.625,0.625,11.25,0.625,2
18.75,0.625,11.875,0.625,2
19.375,0.625,11.875,0.625,2
18.75,0.625,11.25,0.625,2
19.375,0.625,11.25,0.625,2
17.5,0.625,11.875,0.625,2
18.125,0.625,11.875,0.625,2
17.5,0.625,11.25,0.625,2
18.125,0.625,11.25,0.625,2
18.75,0.625,10.625,0.625,3
19.375,0.625,10.625,0.625,3
18.75,0.625,10,0.625,3
19.375,0.625,10,0.625,3
18.75,1.25,15,1.25,0
17.5,0.625,15.625,0.625,0
18.125,0.625,15.625,0.625,0
17.5,0.625,15,0.625,0
18.125,0.625,15,0.625,0
12.5,0.625,15.625,0.625,1
13.125,0.625,15.625,0.625,1
12.5,0.625,15,0.625,1
13.125,0.625,15,0.625,1
13.75,0.625,15.625,0.625,1
14.375,0.625,15.625,0.625,1
13.75,0.625,15,0.625,1
14.375,0.625,15,0.625,1
12.5,0.625,16.875,0.625,1
13.125,0.625,16.875,0.625,1
12.5,0.625,16.25,0.625,1
13.125,0.625,16.25,0.625,1
13.75,1.25,17.5,1.25,1
12.5,0.625,18.125,0.625,1
13.125,0.625,18.125,0.625,1
12.5,0.625,17.5,0.625,1
13.125,0.625,17.5,0.625,1
12.5,0.625,19.375,0.625,1
13.125,0.625,19.375,0.625,1
12.5,0.625,18.75,0.625,1
13.125,0.625,18.75,0.625,1
13.75,0.625,19.375,0.625,1
14.375,0.625,19.375,0.625,1
13.75,0.625,18.75,0.625,1
14.375,0.625,18.75,0.625,1
16.25,1.25,17.5,1.25,0
15,0.625,18.125,0.625,0
15.625,0.625,18.125,0.625,0
