Map20
2.5,2.5,1,1,
9.5,12.5,1,1,
4,4,2,2,
11,4,2,2,
16.5,9,2,2,
1.5,16.5,2,2,
9,16.5,2,2,

0,1.25,17.5,1.25,9,
1.25,0.625,18.125,0.625,28,
1.875,0.625,18.125,0.625,19,
1.25,0.625,17.5,0.625,19,
1.875,0.625,17.5,0.625,37,
2.5,0.625,18.125,0.625,27,
3.125,0.625,18.125,0.625,18,
2.5,0.625,17.5,0.625,37,
3.125,0.625,17.5,0.625,17,
0,1.25,16.25,1.25,8,
1.25,0.625,16.875,0.625,27,
1.875,0.625,16.875,0.625,37,
1.25,0.625,16.25,0.625,18,
1.875,0.625,16.25,0.625,17,
2.5,0.625,16.875,0.625,27,
3.125,0.625,16.875,0.625,17,
2.5,0.625,16.25,0.625,17,
3.125,0.625,16.25,0.625,17,
8.75,0.625,18.125,0.625,24,
9.375,0.625,18.125,0.625,14,
8.75,0.625,17.5,0.625,25,
9.375,0.625,17.5,0.625,32,
8.75,0.625,16.875,0.625,24,
9.375,0.625,16.875,0.625,33,
8.75,0.625,16.25,0.625,24,
9.375,0.625,16.25,0.625,14,
8.75,0.625,13.125,0.625,5,
9.375,0.625,13.125,0.625,23,
8.75,0.625,12.5,0.625,6,
9.375,0.625,12.5,0.625,25,
8.75,0.625,11.875,0.625,5,
9.375,0.625,11.875,0.625,24,
8.75,0.625,11.25,0.625,5,
9.375,0.625,11.25,0.625,4,
10,0.625,18.125,0.625,23,
10.625,0.625,18.125,0.625,13,
10,0.625,17.5,0.625,32,
10.625,0.625,17.5,0.625,12,
10,0.625,16.875,0.625,24,
10.625,0.625,16.875,0.625,12,
10,0.625,16.25,0.625,22,
10.625,0.625,16.25,0.625,13,
10,0.625,13.125,0.625,14,
10.625,0.625,13.125,0.625,3,
10,0.625,12.5,0.625,13,
10.625,0.625,12.5,0.625,3,
10,0.625,11.875,0.625,14,
10.625,0.625,11.875,0.625,3,
10,0.625,11.25,0.625,4,
10.625,0.625,11.25,0.625,3,
16.25,0.625,10.625,0.625,13,
16.875,0.625,10.625,0.625,12,
16.25,0.625,10,0.625,13,
16.875,0.625,10,0.625,23,
17.5,0.625,10.625,0.625,12,
18.125,0.625,10.625,0.625,13,
17.5,0.625,10,0.625,32,
18.125,0.625,10,0.625,22,
3.75,0.625,5.625,0.625,17,
4.375,0.625,5.625,0.625,16,
3.75,0.625,5,0.625,26,
